filename	url	size_bytes	file_type	download_decision	decision_reason
	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE338nnn/GSE338829/suppl/	0	listing_error	metadata_only	HTTP Error 403: Forbidden
